run	arm	year	gdp	pool	cgoods	exp	sal	unemp	peasW	lvTotal	constr	owner	subsist	urban	gov	mil	trade	econ	econUntier	e0	e1	e2	e3	e4	e5	dLvAdd	dLvRem	ptsAdd	econAdd	econPts	eAdd0	eAdd1	eAdd2	eAdd3	eAdd4	eAdd5	profE	staffE
run001_canon	mod	1847	541953195.9800401	90269794.42887002	793414.5899999999	2846231.044890002	61488621	21890146	220037782	104492	579	34461	49277	976	1338	2008	613	15240	11053	3463	608	116	0	0	0	685	116	229630	348	115680	12	15	7	0	0	0	150/593/926///	0.86/0.84/0.78///
run001_canon	mod	1848	551734085.6741996	96512015.74160998	768339.62	2880286.2153700013	62386974	23196569	220528953	104966	578	34599	49161	1019	1374	2044	639	15552	11306	3493	627	126	0	0	0	605	131	212880	326	112380	30	19	10	0	0	0	157/578/915///	0.86/0.85/0.77///
run001_canon	mod	1849	555427807.49768	103782949.57328996	793080.89	3018682.970550001	63125132	24392901	220985377	104117	600	33361	49051	1053	1436	2121	666	15829	11544	3510	640	135	0	0	0	616	1465	199010	338	115260	17	13	9	0	0	0	157/573/873///	0.85/0.85/0.77///
run001_canon	mod	1850	566753625.8259205	113279773.40289998	752725.44	3060973.003470003	63587983	25659501	220944247	105903	610	34844	48959	1080	1478	2186	652	16094	11749	3540	660	145	0	0	0	1929	143	746170	302	106620	30	20	10	0	0	0	161/549/819///	0.86/0.83/0.77///
run001_canon	mod	1851	578311401.1500798	117365232.90422	1029501.5899999997	3336417.790279998	65209782	26919933	222042048	106376	656	34985	48846	1122	1505	2254	677	16331	11924	3563	687	157	0	0	0	657	184	210370	308	100320	23	27	12	0	0	0	157/531/680///	0.86/0.83/0.79///
run001_canon	mod	1852	591374016.8325601	112353070.76157998	937796.1100000001	3338337.9674300007	66688400	27972509	222172227	106972	687	35069	48699	1161	1546	2294	709	16807	12353	3586	699	169	0	0	0	754	158	234015	487	155340	30	14	12	0	0	0	161/559/473///	0.85/0.81/0.79///
run001_canon	mod	1853	603639376.8969193	119258188.32856	980738.4000000003	3213026.8834399986	67675165	29054373	222675364	107322	710	35224	48567	1198	1587	2322	733	16981	12467	3612	723	179	0	0	0	644	294	204955	336	108680	26	25	10	0	0	0	159/559/637///	0.85/0.82/0.8///
run001_canon	mod	1854	612859281.2508414	125521408.40954003	728503.45	3058652.63714	68080580	29915061	219801530	107890	736	35286	48466	1242	1625	2383	759	17393	12812	3648	742	191	0	0	0	671	103	225770	414	147120	36	19	12	0	0	0	161/575/665///	0.85/0.81/0.8///
run001_canon	mod	1855	631601325.8994403	130966888.78370011	960271.8400000002	3472187.6734099984	69471521	30876186	222884823	108448	743	35450	48338	1281	1668	2402	782	17784	13140	3685	762	197	0	0	0	742	184	250755	447	151580	37	20	6	0	0	0	169/574/702///	0.84/0.82/0.81///
run001_canon	mod	1856	627870943.0250403	133572749.09341998	866022.7200000002	3489428.7819399997	69162447	31665959	219691387	108895	733	35559	48216	1321	1695	2430	800	18141	13434	3712	787	208	0	0	0	712	265	257980	490	177880	28	25	11	0	0	0	169/524/515///	0.83/0.79/0.8///
run001_canon	mod	1857	650505065.1808804	141751200.12844	987013.4399999996	3717267.5502700033	71123638	32135117	222996135	109276	721	35654	48099	1359	1744	2499	825	18375	13598	3741	806	227	3	0	0	589	208	198040	313	106240	29	20	19	3	0	0	175/561/641/267//	0.85/0.81/0.79/0.32//
run001_canon	mod	1858	660755863.3546001	149402310.93189973	872261.3899999999	3676503.256270001	72446484	33237504	225619044	109775	728	35833	48000	1396	1790	2516	816	18696	13840	3780	829	238	9	0	0	653	154	236375	367	133300	39	23	11	6	0	0	176/559/617/389//	0.84/0.81/0.78/0.41//
run001_canon	mod	1859	670334551.2733997	148891221.56202003	972546.5799999998	3490836.6901199976	73313960	32708440	225105643	109624	746	36055	47925	1410	1833	2554	824	18277	13336	3818	864	246	13	0	0	666	817	241210	323	121860	38	35	8	4	0	0	168/520/608/142//	0.84/0.8/0.74/0.36//
run001_canon	mod	1860	672626235.7157197	156602084.78878	818242.7499999999	3415247.975659999	73854650	32682368	225932313	110096	753	36213	47838	1446	1879	2544	837	18586	13565	3855	893	259	14	0	0	572	100	201275	311	113300	37	30	13	1	0	0	171/542/603/194//	0.84/0.81/0.75/0.55//
run001_canon	mod	1861	675456932.07044	162695490.91977003	820834.33	3363678.4148600013	74356952	32952636	226486709	110589	760	36466	47769	1476	1917	2555	850	18796	13664	3884	919	313	16	0	0	669	176	223935	317	100160	30	26	59	2	0	0	174/562/574/192//	0.83/0.8/0.79/0.56//
run001_canon	mod	1862	662290456.2268807	167739922.91143999	912878.0099999998	3464975.13235	72998208	32035449	221883189	111314	777	36673	47695	1514	1922	2608	871	19254	14014	3914	955	355	16	0	0	808	83	285385	465	160860	31	36	42	0	0	0	171/539/519/264//	0.83/0.79/0.77/0.63//
run001_canon	mod	1863	692295176.0394802	169037934.7496899	1072375.8399999999	3624560.189759998	74958249	33463454	220194623	111618	793	36723	47593	1558	1951	2589	893	19518	14207	3947	983	365	16	0	0	525	221	175020	363	127020	35	28	10	0	0	0	166/584/570/325//	0.83/0.79/0.79/0.65//
run001_canon	mod	1864	710325972.1142002	163649923.96692985	1077829.41	3696819.4137000022	77615128	35145174	227083435	112232	802	36768	47472	1608	1987	2649	915	20031	14615	3986	1027	385	18	0	0	798	184	278805	557	199880	39	44	20	2	0	0	167/568/566/406//	0.84/0.8/0.8/0.67//
run001_canon	mod	1865	733421858.5699201	166045965.96269014	1187208.4100000001	3777069.1683700006	79210963	35779117	227177518	112780	806	36912	47391	1653	2029	2687	933	20369	14860	4019	1067	404	19	0	0	713	165	254260	422	154960	33	40	19	2	0	0	174/583/602/428//	0.84/0.79/0.81/0.64//
run001_canon	mod	1866	755736784.4525205	156148312.47355	1515932.7100000002	4373717.613819999	80493443	36662267	227664890	113399	766	37087	47296	1708	2054	2732	957	20799	15197	4054	1097	429	22	0	0	889	270	332400	565	213300	38	30	25	3	0	0	183/611/623/439//	0.84/0.8/0.82/0.65//
run001_canon	mod	1867	765792371.7464802	157456117.09134	1416194.1799999997	4162318.0550900027	81585347	37093726	227833679	113965	776	37264	47212	1748	2095	2871	969	21030	15322	4086	1137	458	27	0	0	771	205	284730	352	134380	32	40	29	5	0	0	181/596/621/185//	0.84/0.79/0.81/0.47//
run001_canon	mod	1868	790391373.9217602	157127994.99615988	1573234.3500000006	4442473.028149997	83160303	37135210	227984561	114689	829	37434	47119	1813	2147	2933	986	21428	15598	4131	1181	493	25	0	0	887	163	311225	468	179700	45	44	35	2	0	0	189/592/617/389//	0.83/0.8/0.8/0.41//
run001_canon	mod	1869	791299338.5611604	149363908.47731	1351182.5899999996	4246066.87405	84345520	37265472	228616165	115267	809	37549	47037	1866	2200	2947	1005	21854	15900	4177	1228	521	28	0	0	741	163	275380	487	193580	46	50	28	3	0	0	197/574/592/439//	0.82/0.78/0.8/0.44//
run001_canon	mod	1870	795737191.0820801	138811937.96319002	1558189.3499999994	4436548.750449996	84406692	38497272	226599282	111666	838	33434	46955	1948	2220	3009	1028	22234	16171	4221	1258	555	29	0	0	779	4380	277045	488	187420	45	30	34	1	0	0	192/557/568/502//	0.83/0.79/0.81/0.48//
run001_canon	mod	1871	811999475.4544401	133478210.88063	1618056.7200000004	4603100.620999998	86117014	40915340	228368690	112497	835	33614	46872	2021	2267	3015	1062	22811	16622	4253	1305	597	34	0	0	926	95	336460	586	224760	34	47	42	5	0	0	190/558/587/445//	0.82/0.78/0.81/0.47//
run001_canon	mod	1872	819373016.5103604	141296737.55441004	1328395.3199999994	4340738.009630001	86046744	43184104	226271001	112932	817	33685	46798	2057	2298	3020	1082	23175	16887	4285	1345	620	38	0	0	588	153	220300	416	169200	32	40	23	4	0	0	198/570/666/591//	0.82/0.77/0.81/0.55//
run001_canon	mod	1873	847276379.4637996	146963800.90974995	1370885.8000000003	4501545.027320001	88230081	44862115	229446294	113800	830	34031	46736	2115	2337	3033	1102	23616	17206	4315	1391	660	44	0	0	935	67	346705	446	171580	30	46	40	6	0	0	196/573/628/604//	0.82/0.77/0.81/0.53//
run001_canon	mod	1874	845124419.6595201	152712363.09666997	1203172.7699999993	4486831.895939998	89332023	46377899	229807321	114640	801	34168	46660	2175	2351	3139	1117	24229	17698	4361	1432	691	47	0	0	947	107	363320	614	234620	46	41	31	3	0	0	179/548/597/642//	0.83/0.75/0.83/0.54//
run001_canon	mod	1875	855898882.4188396	156829879.3421601	1287278.4200000002	4554769.853280001	90283666	46585455	230551606	119487	790	38558	46573	2219	2376	3171	1140	24660	18002	4391	1477	740	50	0	0	4988	141	1962920	474	169920	33	47	49	3	0	0	186/516/582/626//	0.82/0.75/0.82/0.53//
run001_canon	mod	1876	873049686.3020397	163506982.31756	1300993.2899999998	4811333.88617	92040975	44815541	230532747	120308	801	38678	46479	2276	2397	3199	1152	25326	18540	4433	1518	778	57	0	0	940	119	351435	678	264560	42	41	38	7	0	0	188/501/549/598//	0.81/0.73/0.79/0.53//
run001_canon	mod	1877	871676156.6073601	169348036.19356003	1341300.2600000005	4849219.549589999	92306940	44342484	230145527	120914	785	38768	46393	2325	2424	3266	1168	25785	18849	4485	1563	823	65	0	0	741	135	272140	478	178340	52	45	45	8	0	0	195/504/535/588//	0.82/0.73/0.78/0.51//
run001_canon	mod	1878	904714240.1512802	170673130.32121995	1500203.4899999998	5165061.805860001	93910365	45591148	230348406	121098	749	38852	46340	2358	2448	3315	1199	25837	18774	4521	1603	869	70	0	0	657	473	251980	436	178280	36	40	46	5	0	0	195/544/613/622//	0.84/0.73/0.8/0.49//
run001_canon	mod	1879	941743344.5097601	176290203.36336002	1564296.7	4816329.009349999	95239331	47087589	230466850	121441	729	38932	46234	2409	2456	3477	1219	25985	18787	4549	1632	921	96	0	0	878	535	321520	512	181120	28	29	52	26	0	0	189/542/621/484//	0.84/0.73/0.82/0.47//
run001_canon	mod	1880	942425445.3686795	184448093.65262017	1712284.7200000004	4916300.51741	95732314	48543031	230369581	122767	726	39829	46136	2461	2490	3509	1233	26383	19053	4584	1678	966	102	0	0	1528	202	584160	499	184260	35	46	45	6	0	0	192/541/638/446//	0.83/0.74/0.81/0.58//
run001_canon	mod	1881	962214363.213479	192694031.66174996	1602353.060000001	4906181.66746	96705749	49796488	229908198	123613	724	40076	46029	2522	2554	3556	1242	26910	19439	4620	1719	1022	110	0	0	991	145	356780	563	205980	36	41	56	8	0	0	200/540/644/451//	0.83/0.74/0.81/0.59//
run001_canon	mod	1882	983371198.5536399	199420182.42595014	1681654.6200000003	5216236.117410005	98554052	51096261	230200846	124463	720	40223	45921	2590	2613	3591	1268	27537	19919	4655	1767	1073	123	0	0	975	125	339440	640	227340	36	48	51	13	0	0	200/532/619/468//	0.82/0.73/0.81/0.59//
run001_canon	mod	1883	964596116.2063198	206299805.42388013	1599796.8100000005	5344812.096790002	97272574	49479057	225909979	125613	719	40399	45842	2704	2636	3588	1305	28420	20645	4702	1809	1123	141	0	0	1274	124	496380	924	372280	47	42	50	18	0	0	193/523/632/595//	0.82/0.71/0.8/0.63//
run001_canon	mod	1884	988810036.96488	214573285.70140985	1792935.330000001	5085943.963890001	98896037	50719551	227444967	126042	718	40679	45756	2764	2653	3642	1344	28486	20569	4743	1839	1166	169	0	0	959	530	342660	506	174360	41	33	43	28	0	0	198/520/654/520//	0.83/0.73/0.82/0.65//
run001_canon	mod	1885	1012615189.6530805	221669238.36867	1628212.78	5113503.0142999925	100851710	52516089	229108978	127037	728	40963	45674	2834	2685	3666	1373	29114	21038	4781	1879	1225	191	0	0	1111	116	402430	656	244280	40	40	59	22	0	0	196/528/630/539//	0.83/0.73/0.8/0.66//
run001_canon	mod	1886	997358915.5062001	228018283.89109012	1555304.9899999998	5074903.997439996	98908922	52585589	225442857	127974	747	41177	45588	2935	2729	3683	1392	29723	21473	4825	1924	1289	212	0	0	1032	95	378735	618	237360	44	45	64	22	0	0	193/520/604/575//	0.82/0.73/0.82/0.67//
run001_canon	mod	1887	1036520852.3118799	234411373.07156998	2141821.5400000005	5725821.6184000075	100547183	53960384	226793993	128701	738	41356	45503	2992	2707	3806	1428	30171	21760	4878	1962	1344	227	0	0	899	172	348380	504	201180	58	38	55	15	0	0	190/514/600/636//	0.82/0.73/0.82/0.67//
run001_canon	mod	1888	1070467228.5964804	245419756.18074992	1635027.6400000006	5524124.818179993	105776915	55128099	230746060	129443	742	41039	45425	3016	2757	4220	1450	30794	22200	4931	2007	1403	253	0	0	1185	443	440460	652	244660	53	45	59	26	0	0	199/529/663/681//	0.82/0.74/0.82/0.67//
run001_canon	mod	1889	1002841192.7273996	253263955.82364	1643370.94	5130600.631939998	99534601	38537021	194969899	130372	751	41273	45332	3206	2794	4258	1467	31291	22484	4995	2061	1466	285	0	0	1033	104	383625	508	192000	67	54	63	32	0	0	184/510/603/624//	0.83/0.75/0.83/0.68//
run001_canon	mod	1890	1098432723.3032405	259832096.12089998	2002010.6299999994	5638011.530770006	107637964	57210637	230853820	129623	763	40182	45266	3288	2786	4231	1490	31617	22592	5067	2100	1529	329	0	0	877	1626	326960	590	223560	72	39	63	44	0	0	183/505/607/646//	0.81/0.74/0.83/0.71//
run001_canon	mod	1891	1115247998.5254407	255806693.65282005	1937767.7400000005	5846722.467539996	108183403	57968897	230168574	130833	759	40288	45188	3444	2792	4375	1522	32465	23246	5105	2145	1603	366	0	0	1355	145	530960	862	346960	40	45	74	37	0	0	185/494/599/679//	0.81/0.74/0.83/0.71//
run001_canon	mod	1892	1133650337.1819603	272864758.55405986	1781895.4499999997	6195848.475839995	110612433	58560008	230964514	132090	746	40444	45114	3520	2785	4454	1558	33469	24044	5140	2192	1688	405	0	0	1448	191	569720	1032	414120	36	47	85	39	0	0	177/460/573/747//	0.79/0.73/0.82/0.72//
run001_canon	mod	1893	1160680212.5526404	280356119.9854401	1955630.4700000002	5984052.60407	112295570	58773895	232110174	132584	736	40859	45040	3580	2781	4386	1596	33606	23957	5197	2229	1773	450	0	0	1040	546	403020	520	208220	57	40	85	45	0	0	176/470/613/755//	0.79/0.73/0.84/0.72//
run001_canon	mod	1894	1187155923.2109206	280334925.2836298	2161206.7999999993	6400987.103630001	113896224	58727617	232191255	133547	745	41042	44955	3657	2798	4391	1616	34343	24468	5248	2285	1854	488	0	0	1093	130	434745	782	323620	51	56	81	38	0	0	194/496/623/829//	0.79/0.73/0.84/0.72//
run001_canon	mod	1895	1063578121.2768399	282233845.33017004	2409354.9399999995	6627754.3110500015	102186945	40278366	154265381	135012	770	41283	44859	3771	2825	4472	1646	35386	25253	5288	2333	1952	560	0	0	1584	119	623725	1066	442700	45	48	98	72	0	0	177/508/632/817//	0.78/0.71/0.83/0.71//
run001_canon	mod	1896	1274329010.5488799	292331066.51134	2377890.49	7624720.716249999	117455463	57464125	227457031	136007	705	41352	44771	3876	2832	4491	1685	36295	25925	5329	2390	2027	624	0	0	1331	336	539620	975	414320	41	57	75	64	0	0	191/472/596/847//	0.79/0.72/0.83/0.71//
run001_canon	mod	1897	1277975915.5644	303453031.66065985	2213668.5299999993	7188083.046760001	119262201	59066124	228038246	136817	705	41568	44703	4179	2837	4580	1724	36521	25899	5386	2448	2122	666	0	0	1204	394	481100	549	233200	57	58	95	43	0	0	192/454/600/817//	0.78/0.72/0.83/0.71//
run001_canon	mod	1898	1305735274.2054393	305337886.28376985	2387206.8000000003	7927697.865750002	123237176	60124424	230091431	138084	712	41707	44601	4291	2844	4699	1761	37469	26639	5426	2500	2192	712	0	0	1400	133	551275	957	389300	40	52	70	46	0	0	197/462/633/898//	0.78/0.73/0.84/0.73//
run001_canon	mod	1899	1319022565.662879	316482623.6677802	2480226.309999999	6895935.759600011	124119136	61096343	230845792	138060	720	42041	44503	4351	2843	4775	1780	37047	25976	5466	2548	2281	770	6	0	1115	1139	440940	616	250640	41	48	89	58	6	0	193/423/608/857/97/	0.77/0.71/0.82/0.74/0.84/
run001_canon	mod	1900	1293524323.6936803	320231010.03836995	2361048.0799999996	6445298.57981	123750494	62566245	230892620	138915	711	42560	44408	4440	2895	4826	1821	37254	25950	5518	2588	2364	828	6	0	1331	476	513740	578	240740	53	40	83	58	0	0	194/404/577/826/105/	0.77/0.7/0.81/0.72/1/
run001_canon	mod	1901	1313902186.8939202	324666013.5851701	2669377.560000001	6949116.016270001	124052551	61880503	227702881	140419	718	42812	44300	4663	2932	4917	1829	38248	26745	5552	2624	2430	891	6	0	1676	172	646895	1058	414020	44	44	71	63	0	0	196/437/596/883/151/	0.76/0.69/0.82/0.72/1/
run001_canon	mod	1902	1351804559.0961595	334179700.88034004	2531913.0600000005	6806906.883609996	127343576	64130120	230627992	141236	710	43123	44192	4823	2946	4984	1856	38602	26831	5603	2658	2542	961	7	0	1253	436	482500	674	260800	51	39	112	70	1	0	189/410/562/837/245/	0.76/0.68/0.8/0.71/0.9/
run001_canon	mod	1903	1378601985.424041	339181059.7544402	2555290.0999999987	7783931.521840002	128314953	62552318	227820350	143028	733	42920	44112	4997	2974	5137	1893	40262	28230	5637	2704	2649	1032	10	0	2358	566	911235	1706	679760	39	48	107	71	3	0	191/423/550/875/163/	0.78/0.69/0.81/0.74/0.64/
run001_canon	mod	1904	1400740604.3701208	358367150.74806994	2842125.2200000007	7909358.898919999	130209268	60564218	224143311	144587	771	43827	44015	5109	3015	5099	1921	40830	28441	5724	2729	2820	1102	14	0	1911	352	676130	780	260180	89	43	171	70	4	0	194/438/545/907/296/	0.79/0.69/0.8/0.73/0.66/
run001_canon	mod	1905	1446386334.86048	379589758.22831005	3096829.8099999996	7352506.50681	132503548	62157892	226407952	144993	819	44281	43935	5191	3060	5143	1968	40596	27906	5766	2783	2941	1159	41	0	1457	1051	520960	737	277360	48	56	123	57	27	0	197/438/548/857/177/	0.77/0.69/0.8/0.72/0.75/
run001_canon	mod	1906	1431979662.4759603	385791048.10460985	3180273.21	7941805.506129996	135680739	64849659	231270527	146859	860	44787	43860	5339	3115	5176	2020	41702	28565	5884	2855	3097	1238	63	0	2031	165	708825	1196	419300	131	74	161	81	22	0	176/409/478/748/128/	0.77/0.69/0.8/0.73/0.86/
run001_canon	mod	1907	1462568672.33412	405414106.2454702	2859462.8999999976	7716359.933999997	137788456	63543507	230514430	148443	889	45115	43776	5487	3140	5239	2063	42734	29269	5928	2896	3253	1308	80	0	1680	96	597045	1044	373620	45	41	156	70	17	0	166/407/441/784/145/	0.78/0.68/0.79/0.74/0.85/
run001_canon	mod	1908	1374924225.2444403	408474102.07195014	2670057.5199999986	7437094.220190003	138819775	61564424	229338087	149273	824	45303	43666	5592	3076	5477	2100	43235	29452	5983	2935	3375	1371	119	0	1425	595	522980	823	293280	73	41	122	63	39	0	114/308/382/771/115/	0.76/0.64/0.75/0.74/0.82/
run001_canon	mod	1909	1487372665.1263988	432575067.2533599	3079177.15	7860301.256659996	140672019	60405464	229698764	149922	833	45333	43582	5694	3136	5445	2147	43752	29775	5978	2964	3445	1451	139	0	1056	407	384645	722	288020	46	51	74	80	20	0	146/345/444/865/149/	0.74/0.62/0.75/0.75/0.83/
run001_canon	mod	1910	1445435096.4060802	447848529.9574299	3430855.7	8015059.621079997	141548014	60582700	228603020	150795	878	45584	43479	5931	3212	5550	2216	43945	29809	5962	2980	3484	1544	166	0	1529	656	547325	745	292300	34	30	60	93	27	0	132/322/419/811/124/	0.73/0.6/0.74/0.74/0.85/
run001_canon	mod	1911	1476019314.0836	434671218.84442985	3318907.6599999983	8093287.563000003	141759008	60507472	227438736	152141	910	45723	43379	6164	3358	5609	2263	44735	30436	5966	2979	3523	1640	191	0	1548	202	529740	892	330940	19	36	56	96	25	0	138/334/437/844/149/	0.72/0.59/0.72/0.75/0.88/
run001_canon	mod	1912	1499321939.9121597	447099642.52786005	3326490.7199999974	7872884.747849997	142634489	61158984	226353253	152944	957	45958	43281	6410	3434	5614	2332	44958	30463	5956	3004	3553	1759	223	0	1379	576	476535	701	263160	30	29	44	119	32	0	139/330/439/787/212/	0.73/0.59/0.74/0.75/0.87/
run001_canon	mod	1913	1567399864.5468805	451814021.2082998	3389332.729999999	9179418.04026999	147614646	62372161	228684268	155355	985	45991	43155	6648	3517	5648	2411	47000	32276	5962	3021	3625	1851	265	0	2788	377	1058440	2110	838840	24	39	72	92	42	0	134/345/438/865/356/	0.73/0.6/0.74/0.76/0.89/
run001_canon	mod	1914	1626529717.2300801	462338268.23019016	3631866.410000001	9317179.358500008	151393911	63295143	228174835	156572	1041	46096	43049	6926	3542	5706	2499	47713	32702	5982	3063	3709	1945	312	0	1588	371	571480	854	334580	25	42	84	95	47	0	142/355/456/855/432/	0.76/0.61/0.74/0.76/0.91/
run001_canon	mod	1915	1671056001.33836	442862793.8159397	3671731.599999999	9708128.95108	154103071	62945993	227279163	158532	1028	46351	42925	7205	3599	5793	2571	49060	33685	6035	3102	3814	2047	377	0	2164	204	817080	1372	536280	53	44	106	102	65	0	145/357/453/846/435/	0.76/0.61/0.75/0.77/0.91/
run001_canon	mod	1916	1643561581.63236	408878909.3361298	4087412.330000003	9369069.396690004	151724382	61861056	220227159	159245	1056	46621	42794	7378	3650	6004	2630	49112	33414	6078	3140	3895	2153	432	0	1759	1046	645380	967	370880	44	41	82	106	55	0	140/342/436/782/490/	0.76/0.63/0.77/0.77/0.91/
run001_canon	mod	1917	1708101683.8901591	439619357.75862026	3905049.3499999996	9109472.593670001	156209370	62729843	222108296	160773	1064	46904	42652	7591	3741	6109	2737	49975	33950	6127	3188	3976	2251	483	0	1808	280	635980	996	371780	56	51	81	98	51	0	144/330/437/761/557/	0.76/0.61/0.76/0.76/0.9/
run001_canon	mod	1918	1795396492.7313998	450207434.8079899	4392253.480000003	9717087.97952	161727538	65384553	226918556	161828	1087	46818	42484	7792	3783	6031	2822	51011	34653	6164	3212	4084	2338	560	0	1461	406	516475	1099	417200	53	27	108	87	77	0	153/345/470/867/596/	0.76/0.62/0.76/0.75/0.9/
run001_canon	mod	1919	1825747903.4210007	426489248.4529599	4942658.840000003	10304353.226410003	160816247	62801148	216328813	163707	1122	47034	42335	8051	3879	6216	2917	52153	35439	6169	3270	4199	2433	643	0	2178	299	796395	1228	480520	25	58	117	101	83	0	160/367/504/957/713/	0.76/0.62/0.75/0.78/0.9/
run001_canon	mod	1920	1908903192.1065593	410412776.1096202	4247862.580000001	9712646.477920009	166965423	65668763	220866822	165506	1150	47352	42209	8346	3956	6277	3038	53178	36085	6225	3299	4298	2535	736	0	2077	278	778020	1177	481020	58	42	101	102	93	0	158/372/501/919/925/	0.77/0.64/0.77/0.78/0.91/
run001_canon	mod	1921	2002952283.8400397	407736422.44497985	4884970.609999998	10966736.714900006	170022786	65657452	219791001	167943	1201	47440	42051	8626	4037	6393	3133	55062	37560	6284	3361	4380	2648	829	0	2851	414	1080415	1896	763440	60	62	86	113	93	0	181/389/528/971/992/	0.78/0.64/0.78/0.78/0.9/
run001_canon	mod	1922	2079437385.365599	439929756.8760598	5066028.0100000035	11320005.308830013	174806225	66604231	216320585	170078	1212	47665	41875	8926	4163	6495	3230	56512	38606	6356	3376	4471	2786	917	0	2427	292	898395	1489	589120	73	28	91	138	88	0	175/396/530/971/1120/	0.78/0.65/0.78/0.78/0.91/
run001_canon	mod	1923	2134180283.8901987	458378461.5314602	5244831.719999999	11428051.291520005	179728201	67204945	219062705	171754	1215	47999	41722	9515	4198	6558	3317	57230	38877	6423	3439	4573	2915	1003	0	2303	627	907355	1186	496780	68	63	105	129	86	0	172/384/543/961/1089/	0.78/0.64/0.78/0.78/0.89/
run001_canon	mod	1924	2184597998.97872	451484806.83702993	5382099.270000002	11268943.540380001	181864204	67939375	218779908	173319	1252	48219	41502	9861	4282	6653	3394	58156	39373	6459	3493	4676	3042	1113	0	2298	733	840145	1311	501820	39	54	103	127	110	0	164/378/551/956/1139/	0.78/0.65/0.78/0.79/0.9/
run001_canon	mod	1925	2287219066.4757175	463317319.38755983	5808434.009999999	11670317.318559995	187508948	68458288	216699794	174907	1285	48338	41283	10183	4312	6688	3479	59339	40041	6515	3556	4818	3178	1231	0	2165	577	828105	1344	541480	56	64	142	136	118	0	176/404/569/981/1213/	0.78/0.65/0.79/0.8/0.9/
run001_canon	mod	1926	2333492141.4500794	469393331.1974701	5829654.710000002	12043237.299679998	191964313	67285631	212335989	177576	1327	48641	40990	10515	4351	6848	3594	61310	41461	6592	3609	4972	3335	1341	0	3116	447	1167370	2004	780620	80	53	154	157	110	0	172/389/554/963/1209/	0.78/0.65/0.78/0.8/0.91/
